"ID","Player","Team","Position","RkOv","Status","Age","Salary","Contract","Score","%D","ADP","Ros","+/-","IP","QS","SV","HLD","BB/9","K","ERA","H/IP","H/AB","R","RBI","HR","SB","AVG","OBP","SLG","GP"
"*05xpy*","Dylan Spain","(N/A)","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sba*","Brayden Spears","CHC","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070ca*","Connor Spencer","CHC","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ro6*","Carter Spivey","CLE","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qtj*","Shea Sprague","BOS","RP","","FA","23","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04q0f*","Fitz Stadler","(N/A)","RP","","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05142*","Garrett Stallings","MIL","RP","","FA","28","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065j6*","Dale Stanavich","MIA","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060oc*","John Stankiewicz","DET","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yll*","Hunter Stanley","CLE","RP","","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06h01*","Gabe Starks","CIN","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06umw*","Gant Starling","(N/A)","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04q19*","Nick Starr","DET","RP","","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03qr4*","Cody Stashak","(N/A)","RP","","FA","31","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ql9*","Tyler Stasiowski","MIN","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04eri*","Adam Stauffer","(N/A)","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03pp2*","Josh Staumont","CIN","RP","","FA","32","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hs5*","Isaac Stebens","BOS","RP","","FA","24","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uhh*","Conor Steinbaugh","(N/A)","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0421j*","Trevor Stephan","CLE","RP","","FA","30","100,000","A","0","0","-","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02n8k*","Jackson Stephens","(N/A)","RP","","FA","31","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072cp*","Jonathan Stevens","MIN","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066as*","Kevin Stevens","NYY","RP","","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0665z*","Tristan Stevens","MIA","RP","","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06htg*","Will Stevens","(N/A)","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0517i*","Jake Stevenson","(N/A)","RP","","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051g4*","Matt Stil","DET","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r3m*","Spencer Stockton","(N/A)","RP","","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xu9*","Adam Stone","CHC","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dsc*","Justin Storm","MIA","RP","","FA","24","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0512k*","Levi Stoudt","PHI","RP","","FA","28","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02mw1*","Chris Stratton","(N/A)","RP","","FA","35","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zih*","Garrett Stratton","NYM","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pue*","Jacob Stretch","BAL","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fqg*","Austin Strickland","SF","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ynm*","Samuel Strickland","ATL","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04eg8*","Drew Strotman","(N/A)","RP","","FA","29","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061mp*","Peter Strzelecki","TB","RP","","FA","31","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ar*","Baron Stuart","NYY","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uh3*","Eston Stull","MIN","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yhc*","Mitchell Stumpo","(N/A)","RP","","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066lt*","Cole Stupp","(N/A)","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02bxb*","Andrew Suarez","(N/A)","RP","","FA","33","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06l0l*","Christian Suarez","(N/A)","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06umv*","Josdanner Suarez","ARI","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06um7*","Ramon Suarez","TOR","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y3z*","Ryan Sublette","LAD","RP","","FA","27","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03mp9*","Wander Suero","ATH","RP","","FA","34","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nmx*","Billy Sullivan","(N/A)","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y41*","Sean Sullivan","PIT","RP","","FA","25","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ekm*","Beau Sulser","(N/A)","RP","","FA","31","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pla*","Anthony Susac","TEX","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ycd*","Josh Swales","(N/A)","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dgs*","Erik Swanson","TOR","RP","","FA","32","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059ed*","Devin Sweet","BOS","RP","","FA","29","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qih*","Carson Swilling","SD","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jpy*","Nick Swiney","(N/A)","RP","","FA","26","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qqy*","Tyler Switalski","SF","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03qlb*","Thomas Szapucki","(N/A)","RP","","FA","29","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04eft*","Matt Tabor","(N/A)","RP","","FA","27","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sju*","Luke Taggart","DET","RP","","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06heq*","Noah Takacs","PIT","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ajz*","Roiber Talavera","(N/A)","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cmh*","James Tallon","PHI","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rkf*","Misael Tamarez","SD","RP","","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r17*","Jesus Tapia","PIT","RP","","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pff*","Bryce Tassin","(N/A)","RP","","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070bj*","Dylan Tate","LAD","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061zh*","Sammy Tavarez","(N/A)","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y73*","Carlos Tavera","BAL","RP","","FA","27","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r9g*","Diosmerky Taveras","HOU","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064w6*","Jhonly Taveras","ATL","RP","","FA","21","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05j96*","Leonardo Taveras","STL","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03116*","Blake Taylor","(N/A)","RP","","FA","30","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066cp*","Evan Taylor","CHC","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043pf*","Josh Taylor","(N/A)","RP","","FA","32","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064n5*","Dylan Tebrake","WSH","RP","","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067zj*","Henry Tejada","BAL","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ui1*","Joaquin Tejada","PIT","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sjp*","Ronald Tejada","NYY","RP","","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064rs*","Jefren Tejeda","(N/A)","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06und*","Saul Teran","PHI","RP","","FA","23","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04hy7*","Juan Then","(N/A)","RP","","FA","25","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qkb*","Gray Thomas","CHW","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mfi*","Jhoan Thomas","WSH","RP","","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ei4*","Tyler Thomas","(N/A)","RP","","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hh5*","Benny Thompson","LAA","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ywj*","Danny Thompson","TOR","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cgf*","Darrell Thompson","(N/A)","RP","","FA","31","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tl9*","Paxton Thompson","PHI","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04evj*","Riley Thompson","(N/A)","RP","","FA","29","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04aqh*","Tyree Thompson","TEX","RP","","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03de5*","Zach Thompson","ATL","RP","","FA","32","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t0n*","Sam Thoresen","CHC","RP","","FA","27","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061ym*","Tyler Thornton","CLE","RP","","FA","25","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tm8*","Grayson Thurman","(N/A)","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rt7*","Brian Tiburcio","COL","RP","","FA","17","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ep6*","Ty Tice","(N/A)","RP","","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hw5*","Josh Tiedemann","NYY","RP","","FA","21","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zif*","Cam Tilly","NYM","RP","","FA","21","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qk5*","Shay Timmer","DET","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hs1*","Josh Timmerman","MIL","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060w8*","Vin Timpanelli","CIN","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tn6*","Riskiel Tineo","MIA","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03moe*","Jesus Tinoco","MIA","RP","","FA","30","100,000","A","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ywk*","Matthew Tippie","NYY","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qua*","Griffin Tobias","MIL","RP","","FA","20","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qi0*","Jonathan Todd","TOR","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04o0z*","Heitor Tokar","(N/A)","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051hr*","Anders Tolhurst","(N/A)","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yfp*","Erik Tolman","WSH","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051bp*","Anthony Tomczak","(N/A)","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ilr*","Shohei Tomioka","ATH","RP","","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06gin*","Landon Tomkins","PIT","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ywl*","Julian Tonghini","WSH","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06z07*","Sam Tookoian","LAA","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mv7*","Jonfreider Torrealba","MIA","RP","","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hhg*","Alejandro Torres","HOU","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066fp*","Carlos Torres","COL","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ydd*","Eric Torres","BAL","RP","","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06206*","Ervin Torres","(N/A)","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06gzz*","Javi Torres","CLE","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04pme*","Lenny Torres","PHI","RP","","FA","25","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v68*","Luis Torres","TOR","RP","","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
