"ID","Player","Team","Position","RkOv","Status","Age","Salary","Contract","Score","%D","ADP","Ros","+/-","IP","QS","SV","HLD","BB/9","K","ERA","H/IP","H/AB","R","RBI","HR","SB","AVG","OBP","SLG","GP"
"*06um8*","Aaron Rund","(N/A)","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0484f*","Pat Ruotolo","(N/A)","RP","","FA","31","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06do6*","Jonathan Russell","TB","RP","","FA","20","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06git*","Zane Russell","ARI","RP","","FA","23","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hq4*","Luke Russo","PHI","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051i3*","Carter Rustad","BAL","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05199*","Sam Ryan","MIN","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064p3*","Reynaldo Saa","ATH","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06umz*","Allan Saathoff","SEA","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06s49*","Filippo Sabatini","PHI","RP","","FA","18","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02byy*","Connor Sadzeck","(N/A)","RP","","FA","34","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y5q*","Dustin Saenz","WSH","RP","","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r0h*","Yuhi Sako","NYM","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064vx*","Braian Salazar","SD","RP","","FA","20","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sjt*","Grabiel Salazar","BAL","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uy7*","Edinson Salgado","KC","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wy3*","Royber Salinas","(N/A)","RP","","FA","24","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05j6z*","Ruben Salinas","(N/A)","RP","","FA","23","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06j7p*","Mariano Salomon","NYY","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ykf*","Jose Salvador","(N/A)","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yay*","Tyler Samaniego","BOS","RP","","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06asv*","Noah Samol","(N/A)","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qi4*","Logan Samuels","ATL","RP","","FA","23","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sue*","Angel Sanchez","(N/A)","RP","","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0689q*","Denison Sanchez","BOS","RP","","FA","20","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rgs*","Dikember Sanchez","(N/A)","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061a7*","Edgar Sanchez","ATH","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r0m*","Fernando Sanchez","SD","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066pj*","Franklin Sanchez","MIA","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06htq*","J.J. Sanchez","TOR","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03hfi*","Jake Sanchez","(N/A)","RP","","FA","36","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r2t*","Jose Sanchez","WSH","RP","","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04z9n*","Juan Sanchez","SF","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06am7*","Juan Sanchez","NYY","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ds*","Justin Sanchez","SEA","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tn5*","Steven Sanchez","(N/A)","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r8c*","Wilmy Sanchez","HOU","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060w4*","Yanquiel Sanchez","(N/A)","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066n4*","Yehizon Sanchez","MIN","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kxp*","Yosber Sanchez","DET","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qj5*","Josh Sanders","TEX","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062pn*","David Sandlin","BOS","RP","","FA","24","100,000","A","0","0","-","12%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06h02*","Nick Sando","CIN","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060pi*","Alimber Santa","HOU","RP","","FA","22","100,000","A","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072nz*","Sandro Santana","ARI","RP","","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qyr*","Tyler Santana","CHC","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r6b*","Pedro Santillan","LAD","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05j92*","Dahian Santos","TOR","RP","","FA","22","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yb5*","Junior Santos","WSH","RP","","FA","24","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fqv*","Nolan Santos","MIN","RP","","FA","25","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kvn*","Pedro Santos","ATH","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04uwo*","Victor Santos","STL","RP","","FA","25","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06avy*","Marino Santy","CHC","RP","","FA","23","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06z0s*","Joel Sarver","ARI","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064nk*","Eli Saul","ARI","RP","","FA","24","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hts*","Luke Savage","TEX","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05j76*","Nate Savino","ARI","RP","","FA","24","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yj*","Logan Sawyer","STL","RP","","FA","33","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06l5o*","Frankie Scalzo Jr.","CHC","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zid*","Joe Scarborough","NYM","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06gj0*","Shay Schanaman","ATL","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06akt*","Dominic Scheffler","CIN","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kkc*","Ethan Schiefelbein","DET","RP","","FA","19","100,000","A","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063vy*","Garrett Schoenle","CHW","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cq6*","Tyler Schoff","WSH","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qja*","Jay Schueler","TOR","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ooi*","Cam Schuelke","CLE","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04q1l*","Austin Schulfer","(N/A)","RP","","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0514n*","Andrew Schultz","(N/A)","RP","","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06s3k*","Connor Schultz","CHC","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fzd*","Thomas Schultz","WSH","RP","","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065uw*","Tyler Schweitzer","CHW","RP","","FA","25","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06htb*","Kyle Scott","CLE","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02btg*","Tayler Scott","ATL","RP","","FA","33","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05178*","Cody Scroggins","(N/A)","RP","","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*041u2*","Andre Scrubb","(N/A)","RP","","FA","31","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mpt*","Shane Sdao","(N/A)","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066by*","Ben Sears","KC","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qlm*","Parker Seay","NYY","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ql4*","Zander Sechrist","MIN","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*041m7*","Cody Sedlock","(N/A)","RP","","FA","30","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tae*","Matt Seelinger","DET","RP","","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06l45*","Hayden Seig","LAA","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hwz*","Jack Sellinger","MIA","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060gm*","Montana Semmel","(N/A)","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mno*","Reidis Sena","BOS","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072bj*","Andrew Sentlinger","CHW","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060w0*","Gabriel Sequeira","(N/A)","RP","","FA","28","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04nur*","Florencio Serrano","TEX","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06umy*","Jose Serrano","HOU","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r0t*","Anderson Severino","NYM","RP","","FA","31","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c8s*","Juan Severino","STL","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rss*","Lluveres Severino","TOR","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uy8*","Bryce Shaffer","TB","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072bh*","Andrew Shaffner","CIN","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fqs*","Teddy Sharkey","BAL","RP","","FA","24","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u9f*","Davis Sharpe","CLE","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uay*","Bryan Shaw","(N/A)","RP","","FA","38","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qr7*","Evan Shaw","LAD","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tzk*","Evan Shawver","COL","RP","","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03c9c*","Justus Sheffield","(N/A)","RP","","FA","29","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zbf*","Jake Shelagowski","STL","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qoc*","Blake Shepardson","CHW","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0662p*","Jun-Seok Shim","NYM","RP","","FA","21","100,000","A","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qou*","Jake Shirk","PIT","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t66*","TJ Shook","COL","RP","","FA","27","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ydu*","Chase Shores","LAA","RP","","FA","21","100,000","A","0","0","-","16%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064ni*","Zack Showalter","STL","RP","","FA","22","100,000","A","0","0","-","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02hkk*","Chasen Shreve","(N/A)","RP","","FA","35","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051cf*","Ryan Shreve","TB","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zic*","RJ Shunck","MIA","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066dg*","Easton Sikorski","CIN","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uy9*","Yeferson Silva","(N/A)","RP","","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hs6*","Anthony Silvas","(N/A)","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060of*","Andres Silvera","PIT","RP","","FA","21","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rjm*","Engel Silvestre","COL","RP","","FA","20","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uy6*","Yoryi Simarra","(N/A)","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tlj*","Victor Simeon","TEX","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hwi*","Dylan Simmons","CIN","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hud*","Ben Simon","NYM","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067x1*","Johan Simon","DET","RP","","FA","24","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0648h*","Liam Simon","SF","RP","","FA","25","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06af8*","Anthony Simonelli","KC","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fqh*","Jared Simpson","WSH","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06u7e*","Hale Sims","CHW","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rgm*","Landon Sims","ARI","RP","","FA","25","100,000","A","0","0","-","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xq3*","Nick Sinacola","SF","RP","","FA","26","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rjn*","Jack Sinclair","WSH","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06byh*","Saul Siri","CHC","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ly*","Carson Skipper","COL","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qox*","Ryan Slater","SF","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070cz*","Braeden Sloan","BAL","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qgr*","Ethan Sloan","DET","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0511g*","Ethan Small","SF","RP","","FA","28","100,000","A","0","0","-","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064o0*","Jackson Smeltz","SD","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*041ry*","Devin Smeltzer","(N/A)","RP","","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ygm*","Adam Smith","(N/A)","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yxo*","Angelo Smith","LAA","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070ef*","Aubrey Smith","HOU","RP","","FA","21","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067xp*","Austin Smith","COL","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02c1b*","Burch Smith","DET","RP","","FA","35","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rd5*","Chad Smith","(N/A)","RP","","FA","30","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06umx*","Darien Smith","SF","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zah*","Derrick Smith","COL","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04q3q*","Jake Smith","MIA","RP","","FA","26","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qwu*","Kolten Smith","MIN","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhc*","Russell Smith","MIL","RP","","FA","27","100,000","A","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qud*","Ryan Smith","HOU","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qrp*","Tanner Smith","BAL","RP","","FA","23","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u9g*","Tristan Smith","CIN","RP","","FA","22","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01skh*","Will Smith","(N/A)","RP","","FA","36","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*025ej*","Drew Smyly","(N/A)","RP","","FA","36","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*041vf*","Kirby Snead","(N/A)","RP","","FA","31","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ywn*","Nate Snead","LAA","RP","","FA","21","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hpq*","Hayden Snelsire","TB","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03176*","D.J. Snelten","SD","RP","","FA","33","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y18*","Collin Snider","CHC","RP","","FA","30","100,000","A","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tl8*","Jack Snyder","TB","RP","","FA","27","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qlq*","Jack Sokol","NYY","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uqh*","Mendry Solano","(N/A)","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04el5*","Jared Solomon","(N/A)","RP","","FA","28","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dt9*","Peter Solomon","(N/A)","RP","","FA","29","100,000","A","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05134*","Noah Song","BOS","RP","","FA","28","100,000","A","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rlx*","Gabriel Sosa","SEA","RP","","FA","24","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tif*","Jeromy Sosa","TB","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rlu*","Raymond Sosa","BAL","RP","","FA","19","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rlt*","Yenfri Sosa","KC","RP","","FA","22","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051fh*","Jared Southard","LAA","RP","","FA","25","100,000","A","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
